,0,1,2,3,4,5,6,7
37,920515.0,0.06,-110.04,-4.4,3.4,81.2365245417071,24.445623166686303,26.9
38,920823.0,0.06,-110.04,-2.0,2.0,81.2365245417071,24.390602800640455,21.39
39,921201.0,0.03,-109.96,-6.9,2.6,81.2365245417071,24.23634213361138,21.84
40,930311.0,0.02,-109.96,-3.3047718697070954,0.2497619639283799,81.2365245417071,24.370339505437297,26.23
41,930619.0,-0.02,-109.97,-5.5,2.0,86.7,24.512210569825083,25.28
42,930927.0,0.0,-109.99,-4.6,-0.4,84.1,24.439421732242682,22.73
43,940105.0,-0.01,-109.99,-3.4,2.0,87.8,24.35039060454365,24.08
44,940415.0,-0.01,-109.98,-4.9,-1.2,81.2365245417071,24.453427573872574,24.56
45,940813.0,-0.03,-110.04,-7.9,3.0,78.8,24.443508506389787,24.6
46,941121.0,0.01,-110.03,-5.0,5.1,83.6,24.343242011871858,24.09
47,950301.0,0.02,-110.0,-3.5,1.7,86.7,24.35597678245275,25.16
48,950609.0,0.01,-109.99,-3.9,3.8,86.9,24.352977814693503,24.96
49,950917.0,0.0,-109.97,-4.7,1.4,85.0,24.362598731962553,20.94
50,951226.0,0.01,-109.97,-1.5,2.2,81.2365245417071,24.508090501760424,22.53
51,960608.0,-0.01,-109.92,-4.9,0.8,84.6,24.6064448397071,23.61
52,960916.0,0.0,-109.92,-4.5,4.0,88.6,24.473457949464805,22.73
53,961225.0,0.09,-110.01,-4.5,2.6,90.4,24.30142345739147,21.59
54,970404.0,0.01,-110.0,-3.3047718697070954,0.2497619639283799,81.8,24.322821470588174,27.63
55,970713.0,-0.08,-109.94,-3.3047718697070954,0.2497619639283799,82.6,24.456653395127343,27.94
56,971021.0,0.03,-109.99,-5.3,4.8,79.2,24.579174139450238,27.78
57,980129.0,0.03,-109.99,-2.7,-1.1,90.3,24.731042389867405,29.44
58,831104.0,-0.04,-124.54,-2.0,0.6,81.2365245417071,24.892571038898865,27.715308835124443
59,840212.0,-0.04,-124.54,1.5,0.1,81.2365245417071,24.760678610808224,27.715308835124443
60,840522.0,-0.03,-124.54,-2.7,0.2,81.2365245417071,24.833509254794997,25.04
61,840830.0,-0.03,-124.54,-6.4,1.5,81.2365245417071,24.73794377235721,23.36
62,841208.0,-0.01,-124.57,-3.3047718697070954,0.2497619639283799,81.2365245417071,24.614457974734712,22.06
63,850318.0,-0.01,-124.57,-3.3047718697070954,0.2497619639283799,81.2365245417071,24.523788211943913,24.45
64,850626.0,-0.01,-124.57,-4.2,1.9,81.2365245417071,24.528426234556715,24.57
65,851004.0,-0.04,-124.58,-7.7,2.9,81.2365245417071,24.481962085247094,25.27
66,871226.0,0.13,-124.41,-3.3047718697070954,0.2497619639283799,81.2365245417071,24.55413574972058,24.77
67,880404.0,0.14,-124.4,-3.3047718697070954,0.2497619639283799,81.2365245417071,24.579941296043025,23.42
68,880723.0,0.13,-124.41,-4.8,1.5,81.2365245417071,24.46326920229414,21.67
69,881031.0,0.15,-124.42,-3.3,2.0,81.2365245417071,24.325579850481127,21.14
70,890208.0,-0.2,-124.43,-3.3,2.2,81.2365245417071,24.219367564882415,23.47
71,890519.0,-0.2,-124.44,-5.5,0.1,81.2365245417071,24.36640380540976,25.23
72,890827.0,-0.2,-124.43,-4.7,2.8,81.2365245417071,24.5051893329384,23.45
73,891205.0,-0.23,-124.44,-3.3047718697070954,0.2497619639283799,81.2365245417071,24.609905397434826,23.79
74,900315.0,-0.23,-124.45,-3.3047718697070954,0.2497619639283799,81.2365245417071,24.735041216675302,25.77
75,900623.0,-0.23,-124.45,-4.2,1.8,81.2365245417071,24.82497926295697,27.715308835124443
76,901001.0,-0.23,-124.46,-5.1,2.3,81.2365245417071,24.780568433042127,27.715308835124443
77,910515.0,-0.2,-124.33,-2.6,4.6,84.4,24.803015163787705,27.715308835124443
78,910823.0,-0.19,-124.34,-6.0,0.9,85.5,24.870782188834475,27.715308835124443
79,911201.0,-0.22,-124.34,-4.7,4.4,88.7,24.863197561087084,27.715308835124443
80,920310.0,0.05,-124.48,-3.3047718697070954,0.2497619639283799,86.3,24.972344955779317,27.46
81,920618.0,0.05,-124.4,-3.0,-2.0,81.2365245417071,25.094547756352636,24.49
82,920926.0,0.05,-124.4,-3.3047718697070954,0.2497619639283799,81.2365245417071,25.053755532313552,27.715308835124443
83,930104.0,-0.02,-124.37,-5.8,2.2,88.0,24.988855896119517,24.48
84,930414.0,-0.02,-124.37,-2.5,1.5,83.8,25.033037061027283,28.13
85,930723.0,-0.04,-124.38,-3.3047718697070954,0.2497619639283799,81.2365245417071,25.098865963811395,25.51
86,931031.0,0.03,-124.35,-6.2,-1.6,86.6,25.04582570810819,24.11
87,940208.0,0.02,-124.35,-6.3,0.2,85.8,25.000096260147163,25.06
88,940519.0,0.01,-124.35,-4.7,-2.6,84.2,25.022756373609447,26.42
89,940827.0,0.03,-124.35,-6.7,0.7,82.4,24.990914000985487,25.04
90,941205.0,-0.28,-124.42,-5.1,1.1,81.2365245417071,24.978312259426264,25.65
91,950315.0,-0.24,-124.4,-2.7,0.4,92.0,25.001797631160922,27.715308835124443
92,950623.0,-0.24,-124.4,-4.7,0.8,84.1,25.01326637336091,25.43
93,951001.0,-0.26,-124.4,-4.5,1.3,81.2365245417071,24.932984559594896,21.98
94,960109.0,-0.27,-124.4,-4.8,0.4,81.2365245417071,24.81125861219458,23.79
95,960418.0,-0.23,-124.38,-4.3,-1.2,81.2365245417071,24.8095011431734,25.87
96,960727.0,-0.26,-124.37,-6.9,0.7,81.4,24.84738497670392,24.16
97,961104.0,-0.22,-124.33,-7.5,2.2,73.1,24.796136324491215,23.56
98,970212.0,-0.21,-124.33,-5.4,0.2,81.2365245417071,24.838367525624143,24.45
99,970531.0,-0.2,-124.38,-5.4,3.7,91.2,24.950581068585688,27.41
100,970908.0,-0.21,-124.35,-6.4,6.1,65.6,25.05733163641147,27.4
101,971217.0,-0.2,-124.41,-5.0,3.0,81.2365245417071,25.159614109986553,29.03
102,980327.0,-0.19,-124.37,-3.3047718697070954,0.2497619639283799,81.2365245417071,25.252730461661532,29.09
103,831102.0,-0.09,-140.21,-4.3,-0.2,81.2365245417071,25.301899285263257,23.32
104,840625.0,-0.09,-140.26,-4.7,1.0,81.2365245417071,25.279703847519425,27.715308835124443
105,841003.0,-0.09,-140.26,-6.8,2.8,81.2365245417071,25.254045661398784,27.715308835124443
106,850111.0,-0.03,-140.15,-7.7,0.7,81.2365245417071,25.18680068930415,23.16
107,850421.0,-0.03,-140.15,-5.3,1.9,81.2365245417071,25.184190080036576,25.57
108,850730.0,0.05,-139.91,-5.7,2.4,81.2365245417071,25.218252606835936,25.58
109,860105.0,-0.04,-140.05,-9.0,1.5,81.2365245417071,25.298763184919036,24.84
110,860415.0,-0.02,-140.04,-5.2,-0.2,81.2365245417071,25.384813743010913,26.41
111,860724.0,-0.02,-140.02,-6.9,-1.9,81.2365245417071,25.45351482645383,25.88
112,861101.0,0.01,-139.99,-4.4,3.8,81.2365245417071,25.495980046133415,27.01
113,870209.0,-0.01,-140.02,-6.3,3.1,81.2365245417071,25.561423039837504,27.23
114,870805.0,-0.01,-140.11,-5.2,2.5,81.2365245417071,25.67811782740357,27.25
115,871113.0,-0.05,-139.95,-9.0,-1.0,81.2365245417071,25.739603460073795,26.8
116,880221.0,-0.03,-139.93,-8.2,0.0,81.2365245417071,25.75165333895666,25.69
117,880531.0,-0.03,-139.86,-4.7,-0.1,81.2365245417071,25.69948936832467,24.57
118,880908.0,-0.04,-139.88,-7.6,1.3,81.2365245417071,25.580084171165478,23.94
119,881217.0,-0.16,-139.92,-6.8,2.0,81.2365245417071,25.57901907004529,22.64
120,890327.0,-0.15,-139.91,-4.1,-0.6,81.2365245417071,25.47794555116963,24.67
121,890705.0,0.0,-139.96,-6.6,0.3,81.2365245417071,25.48514349207482,26.23
122,891013.0,0.01,-139.95,-6.5,1.3,81.2365245417071,25.4651211187757,24.68
123,900121.0,0.0,-139.99,-5.9,1.9,81.2365245417071,25.43672040962171,25.51
124,900501.0,0.02,-139.93,-5.9,2.1,87.1,25.48371040954746,27.43
125,900809.0,0.01,-139.92,-6.4,0.3,80.3,25.543895521653486,26.16
126,901117.0,-0.02,-140.21,-7.7,-0.3,84.1,25.560056218524643,25.23
127,910519.0,0.01,-140.04,-3.2,3.5,79.2,25.59090035625882,27.62
128,910827.0,0.01,-140.05,-7.9,-0.1,88.1,25.654352972449814,25.96
129,911205.0,0.03,-140.01,-5.5,0.1,80.2,25.686480034711558,27.18
130,920314.0,0.03,-140.04,-2.0,1.9,87.1,25.77810509923818,27.46
131,920622.0,0.03,-140.0,-5.5,-1.9,83.6,25.859228330557237,25.43
132,920930.0,0.03,-139.99,-4.9,1.2,81.2365245417071,25.81102560169795,25.31
133,930108.0,0.03,-140.03,-7.6,-0.6,81.2365245417071,25.769810196930468,26.13
134,930418.0,0.04,-140.01,-6.1,-0.8,81.2365245417071,25.785823111730533,27.83
135,930727.0,0.04,-139.99,-6.2,0.3,82.8,25.839570193235616,25.27
136,931104.0,0.04,-139.99,-2.8,-0.2,72.2,25.79254572686878,25.64
137,940212.0,0.04,-140.0,-5.9,-1.5,85.4,25.760675275778706,25.85
138,940523.0,0.04,-139.98,-5.6,-1.9,78.9,25.784530014397426,27.03
139,940831.0,0.04,-139.98,-7.3,1.1,85.1,25.784238833979803,25.79
140,941209.0,0.03,-140.0,-7.8,2.4,75.2,25.801149569737753,27.2
141,950319.0,0.01,-139.98,-3.8,1.0,78.8,25.817650878732973,27.16
142,950627.0,0.0,-139.96,-6.6,0.4,80.5,25.82100708116796,27.1
143,951005.0,0.02,-139.91,-5.1,-0.3,89.3,25.752237819303378,22.81
144,960712.0,0.02,-139.93,-6.3,-0.5,80.8,25.688589125901157,25.99
145,961020.0,0.01,-140.02,-6.4,0.3,80.7,25.648990721848786,24.84
146,970128.0,0.01,-140.02,-6.8,-2.3,75.5,25.57849985847651,25.36
147,970508.0,0.02,-139.93,-4.0,0.0,81.6,25.603704612155518,28.13
148,970816.0,0.02,-139.95,-3.3047718697070954,0.2497619639283799,74.7,25.764144276760106,28.63
149,971124.0,0.01,-139.92,-0.9,1.5,79.8,25.907797219866392,29.63
150,980304.0,0.01,-139.93,-0.3,-5.4,86.5,26.012515761170064,28.14
151,920428.0,0.02,143.02,-2.1,4.8,77.3,26.06989843540601,29.31
152,930608.0,0.0,142.98,1.2,0.9,82.3,26.182491596823322,29.01
153,930916.0,-0.01,142.97,-1.7,1.1,81.6,26.24828374104224,28.34
154,931225.0,0.0,142.97,4.8,-1.6,88.6,26.344086142514225,29.31
155,940404.0,0.0,142.98,-0.9,-0.9,88.1,26.43450069634752,29.35
156,940705.0,-0.01,147.07,-5.2,6.1,80.4,26.538569601333258,29.22
157,950401.0,0.0,147.04,-3.3047718697070954,0.2497619639283799,81.2365245417071,26.613463626654067,29.65
158,950710.0,0.0,147.04,-3.3047718697070954,0.2497619639283799,81.2365245417071,26.718350076809877,29.73
159,960331.0,0.0,146.98,-3.3047718697070954,0.2497619639283799,78.7,26.792197859540533,29.92
160,960709.0,0.04,146.91,-3.3047718697070954,0.2497619639283799,77.9,26.8803335891192,29.88
161,961017.0,0.03,146.92,-3.3047718697070954,0.2497619639283799,80.3,26.976493596300415,30.0
162,970125.0,0.03,146.93,-3.3047718697070954,0.2497619639283799,75.8,27.05754801829944,29.85
163,970505.0,0.0,146.99,-3.3047718697070954,0.2497619639283799,81.2365245417071,27.09593551831898,29.92
164,970813.0,0.01,146.99,-3.3047718697070954,0.2497619639283799,81.2365245417071,27.084673922263796,28.69
165,971121.0,0.3,147.07,-3.3047718697070954,0.2497619639283799,79.1,27.135329514718187,29.65
166,980301.0,0.0,146.98,1.1,-4.5,79.4,27.190486049921883,29.06
167,980609.0,0.0,146.99,-4.6,0.1,81.7,27.254932266611636,29.46
168,920809.0,-0.01,153.99,-0.4,4.4,81.2365245417071,27.23895564447647,29.17
169,921117.0,-0.01,153.99,-3.3047718697070954,0.2497619639283799,81.2365245417071,27.219964819933892,29.28
170,930416.0,-0.01,153.95,2.8,-3.8,82.4,27.230442442939808,29.29
171,910911.0,0.03,-154.97,-3.3047718697070954,0.2497619639283799,81.2365245417071,27.261844777476842,27.13
172,911220.0,0.03,-154.97,-4.3,-0.5,83.2,27.300968366597047,29.71
173,920329.0,0.03,-154.98,-5.8,-1.1,82.8,27.35463231929862,29.55
174,920707.0,0.02,-154.97,-2.6,-2.2,85.5,27.38676336322478,27.42
175,921015.0,0.01,-155.01,-6.3,-0.8,75.5,27.327471502058266,26.3
176,930123.0,0.01,-155.01,-6.7,-0.8,75.1,27.289876926152928,26.92
177,930503.0,0.01,-155.01,-4.4,-1.5,80.9,27.281955730850758,28.77
178,930811.0,0.0,-155.02,-4.5,-0.9,76.8,27.318434424715143,27.47
179,931119.0,0.01,-155.01,-6.6,-0.5,76.3,27.300585411661828,27.3
180,940227.0,0.01,-155.0,-7.4,-0.4,84.5,27.241363678031586,26.01
181,940607.0,0.0,-155.01,-8.4,-2.5,78.3,27.233106444034075,27.87
182,940915.0,-0.01,-155.01,-7.9,-0.5,70.1,27.230679026675094,27.61
183,941224.0,0.01,-155.01,-6.2,-0.4,84.7,27.248299105877738,27.67
184,950403.0,0.02,-155.0,-4.2,-1.6,87.4,27.24468186568417,27.25
185,950712.0,0.02,-155.01,-5.4,-1.2,76.6,27.23359208101927,26.57
186,951020.0,0.02,-155.01,-6.4,0.0,78.9,27.149629673903366,25.18
187,960128.0,0.0,-154.98,-6.4,0.2,85.1,27.03554540420053,25.23
188,960507.0,0.0,-154.98,-6.8,-2.8,85.1,26.97056071709065,26.93
189,960815.0,0.0,-154.98,-2.9,2.0,82.3,26.948214334976832,26.84
190,961123.0,0.0,-154.98,-6.4,2.3,84.7,26.88889396891228,26.64
191,970303.0,0.0,-155.03,-7.9,-0.6,81.7,26.831626210035868,25.77
192,970611.0,0.0,-154.91,1.9,-1.2,78.9,26.850403744598154,29.42
193,970919.0,0.0,-154.75,-4.1,0.4,70.8,26.926179626585775,29.64
194,971228.0,-0.01,-154.96,-2.3,-6.0,81.2365245417071,26.988031865975763,29.2
195,980407.0,0.0,-154.97,-1.5,-6.8,81.2365245417071,27.027760409285655,27.42
196,910930.0,-0.02,155.4,-2.3,0.6,81.2365245417071,27.0564994584558,29.24
197,920525.0,0.01,156.04,0.5,-3.7,85.2,27.115197710720686,29.5
198,920902.0,0.01,156.03,4.0,1.9,83.2,27.17800641656515,29.28
199,921211.0,0.0,156.05,0.9,0.2,83.4,27.21774806905412,29.93
200,930507.0,0.01,156.02,0.1,4.6,82.9,27.247185132569463,29.34
201,930815.0,0.01,156.02,0.8,6.7,80.0,27.27691712984383,28.27
202,931123.0,0.0,156.01,-3.3047718697070954,0.2497619639283799,81.2365245417071,27.275275191448564,30.55
203,940303.0,0.0,156.02,-5.4,-1.7,74.9,27.300065697418766,29.77
204,940611.0,0.0,155.99,-0.5,2.2,81.1,27.345382913243334,29.47
205,940919.0,0.0,155.99,-3.3047718697070954,0.2497619639283799,81.2365245417071,27.34151638686363,29.15
206,950804.0,0.0,156.18,-3.0,-1.3,81.2365245417071,27.328976192181287,29.42
207,951112.0,0.02,156.18,-3.3047718697070954,0.2497619639283799,78.2,27.39383718465124,29.49
208,960220.0,0.02,156.06,2.5,-3.4,75.7,27.47634451044345,30.5
209,960530.0,0.02,156.06,2.0,-4.4,71.2,27.517737663335076,30.1
210,960907.0,0.0,156.13,-3.6,-2.1,73.2,27.572877515344796,30.0
211,961216.0,0.0,156.14,2.5,-0.7,77.4,27.6426842142809,30.27
212,970326.0,0.0,156.15,-3.3047718697070954,0.2497619639283799,69.1,27.685544648547943,29.57
213,970704.0,0.0,156.16,-3.3047718697070954,0.2497619639283799,77.0,27.720467033777407,29.56
214,971012.0,0.06,156.18,0.6,6.2,74.8,27.728247530212858,28.52
215,980120.0,0.06,156.16,-3.3047718697070954,0.2497619639283799,84.3,27.754200628354187,28.51
216,980430.0,0.06,156.16,-2.3,-0.8,80.3,27.75104524669295,28.99
217,921109.0,0.0,157.5,5.3,1.2,82.4,27.76968315558247,29.15
218,930217.0,0.0,157.51,-1.1,-4.2,80.9,27.785500746021246,29.21
219,930528.0,0.0,157.5,-1.1,-0.4,83.2,27.792440968690606,29.81
220,930905.0,-0.01,157.51,-3.9,-1.2,80.9,27.788694366208418,28.85
221,931214.0,-0.01,157.51,1.7,0.0,78.9,27.80674575627711,30.22
222,920815.0,-0.02,160.54,-3.3047718697070954,0.2497619639283799,82.8,27.82828104256846,29.6
223,921123.0,-0.02,160.55,-3.3047718697070954,0.2497619639283799,85.2,27.85647096100163,27.715308835124443
224,930303.0,-0.02,160.54,-3.3047718697070954,0.2497619639283799,82.0,27.87504230051948,29.19
225,860520.0,0.05,164.99,-5.0,-4.9,81.2365245417071,27.88462088396661,27.715308835124443
226,870228.0,-0.08,165.08,-2.8,-6.7,81.2365245417071,27.896658473231053,29.02
227,870608.0,-0.08,165.1,-0.2,3.9,81.2365245417071,27.90250583794821,29.42
228,870916.0,-0.01,165.09,-1.1,2.4,81.2365245417071,27.88355989820356,29.14
229,871225.0,-0.04,164.94,4.4,-0.8,81.2365245417071,27.916624541330354,29.97
230,880403.0,-0.04,164.93,-3.3047718697070954,0.2497619639283799,81.2365245417071,27.875807294323142,28.04
231,880812.0,-0.03,165.02,-3.3047718697070954,0.2497619639283799,81.2365245417071,27.855044596486998,27.82
232,881120.0,0.28,164.11,-7.4,0.3,81.2365245417071,27.80460533388073,27.72
233,890228.0,-0.02,164.95,-4.7,-0.8,81.2365245417071,27.777615945534624,28.09
234,890608.0,0.03,165.08,-3.5,1.8,81.2365245417071,27.76144456947404,28.54
235,890916.0,0.02,165.07,-3.2,-1.0,81.2365245417071,27.77236720532839,29.04
236,891225.0,-0.02,165.0,-4.4,1.6,81.2365245417071,27.794683446525625,29.38
237,900404.0,-0.03,164.99,-3.3047718697070954,0.2497619639283799,81.2365245417071,27.820152632885303,29.51
238,900713.0,0.01,164.96,-1.8,1.6,81.2365245417071,27.852122900959735,29.8
239,901021.0,0.02,164.94,-3.3047718697070954,0.2497619639283799,81.2365245417071,27.838811590367893,30.02
240,910129.0,0.02,164.94,-3.3047718697070954,0.2497619639283799,81.2365245417071,27.787405735577057,29.45
241,910509.0,0.01,165.04,-1.5,-2.3,81.8,27.784343809988787,30.22
242,910817.0,0.0,165.02,0.9,-1.2,75.5,27.818947113605986,30.05
243,911125.0,0.01,165.03,0.2,-2.7,75.9,27.81947397005432,29.06
244,920408.0,0.03,164.85,2.1,-0.6,82.4,27.82479422492494,29.99
245,920717.0,0.02,164.86,0.1,-2.2,77.3,27.82871685922559,29.75
246,921213.0,-0.01,165.02,1.7,0.5,83.9,27.860985907915612,29.34
247,930401.0,-0.01,164.99,-1.0,-3.1,77.8,27.866659900934525,29.2
248,930710.0,0.0,165.0,2.1,1.0,86.8,27.851475239138008,28.69
249,931018.0,-0.01,164.99,-2.2,-2.3,81.9,27.846600949682042,29.61
250,940126.0,0.0,165.03,-5.6,-2.2,78.5,27.880171345976276,29.63
251,940506.0,0.0,165.03,-4.7,-2.2,76.2,27.90092034156364,29.23
252,940814.0,0.0,165.03,3.1,0.0,80.6,27.94155105008052,29.34
253,941122.0,0.0,165.03,-1.9,0.3,73.7,27.955632863075714,29.87
254,950710.0,0.0,165.0,-4.2,-0.4,73.8,27.918582859853935,29.47
255,951018.0,0.0,165.0,-4.3,-0.5,72.7,27.862866167200995,28.71
256,960126.0,0.0,165.0,-3.5,1.8,73.3,27.810160438406974,30.19
257,960902.0,0.0,164.98,-5.2,2.2,75.8,27.83493897290825,28.87
258,961211.0,0.0,164.98,0.4,-2.7,75.4,27.8472901378018,30.22
259,970321.0,0.0,165.0,-0.9,4.6,73.7,27.884083464139703,29.88
260,970629.0,0.0,165.0,-1.3,1.6,77.7,27.907353361115117,29.76
261,971007.0,0.01,165.0,6.8,3.6,78.1,27.9086126292874,28.86
262,980115.0,0.0,164.99,-4.6,-4.5,86.8,27.92074983707168,27.715308835124443
263,980425.0,0.0,165.01,-4.2,-2.1,81.2365245417071,27.872293404640125,27.715308835124443
264,920701.0,0.05,170.0,-1.7,1.1,67.6,27.849936164242514,29.95
265,921009.0,0.05,169.99,-3.3047718697070954,0.2497619639283799,72.7,27.887714120501048,30.22
266,930117.0,0.05,169.98,-3.3047718697070954,0.2497619639283799,81.2365245417071,27.891240559245738,29.3
267,930427.0,-0.08,170.34,-3.3047718697070954,0.2497619639283799,81.2365245417071,27.860773813725256,29.55
268,930805.0,0.48,170.71,-3.3047718697070954,0.2497619639283799,81.2365245417071,27.80818117393211,30.23
269,880623.0,0.03,-169.49,-5.7,-0.2,81.2365245417071,27.7565051198965,26.82
270,881001.0,0.04,-169.49,-9.2,1.4,81.2365245417071,27.686241456282474,25.52
271,890109.0,0.02,-169.49,-7.9,0.3,81.2365245417071,27.537230807685432,27.715308835124443
272,890419.0,0.02,-169.49,-6.4,0.9,81.2365245417071,27.42220860655195,27.715308835124443
273,890914.0,0.0,-169.51,-5.4,0.7,81.2365245417071,27.394853689672132,27.46
274,891223.0,0.0,-169.5,-6.3,-2.8,81.2365245417071,27.377447086037492,27.79
275,900402.0,-0.01,-169.51,-6.7,-0.3,81.2365245417071,27.395081702309366,27.92
276,900711.0,-0.02,-169.49,-4.2,-1.2,81.2365245417071,27.416596778781937,27.715308835124443
277,901019.0,-0.02,-169.51,-4.3,-0.7,81.2365245417071,27.450301386618307,27.715308835124443
278,910419.0,-0.03,-169.48,-4.8,-1.8,81.2365245417071,27.45284356158151,28.11
279,910728.0,-0.02,-169.49,0.6,2.0,81.2365245417071,27.422295702118785,29.3
280,911105.0,-0.02,-169.49,-4.3,-0.3,81.2365245417071,27.393398665842223,29.58
281,920213.0,-0.03,-169.5,-4.6,5.1,81.2365245417071,27.366063241325133,29.27
282,920531.0,-0.02,-170.02,-1.1,0.4,86.7,27.380084652194817,29.86
283,920908.0,-0.03,-170.02,-1.7,1.5,70.7,27.39690860359792,28.14
284,921217.0,-0.02,-170.03,-3.1,-3.8,85.2,27.372338277838487,28.08
285,930327.0,-0.04,-170.02,-1.5,-2.9,82.4,27.3665804878111,28.69
286,930705.0,-0.04,-170.04,-4.6,1.7,81.5,27.413209567203086,29.33
287,931013.0,-0.05,-170.03,-6.5,1.5,79.7,27.478464892428455,28.0
288,940121.0,-0.04,-170.05,-4.3,1.5,81.3,27.487901135997646,26.9
289,940501.0,-0.03,-170.03,-6.0,1.7,85.8,27.470666164379196,27.74
290,940809.0,-0.04,-170.02,-2.2,-1.4,73.9,27.517726045515886,29.58
291,941117.0,-0.03,-170.02,-0.4,-1.6,69.0,27.595902192779768,30.41
292,950225.0,-0.03,-170.04,-2.7,-1.3,81.1,27.6531052716649,28.86
293,950605.0,-0.02,-170.04,-4.7,0.1,78.6,27.65623902085653,28.34
294,950913.0,-0.03,-170.03,-5.3,-0.2,76.2,27.63027036238246,26.62
295,951222.0,-0.03,-170.05,-6.3,-1.5,78.2,27.556818639671214,26.83
296,960331.0,-0.03,-170.04,-5.6,-1.0,85.4,27.472026016563518,27.25
297,960709.0,-0.02,-170.04,-7.3,-0.1,78.6,27.4518777460027,27.66
298,961017.0,-0.02,-170.04,-5.5,-2.7,69.9,27.437283138421012,28.2
299,970125.0,-0.03,-170.04,-7.3,-1.5,71.5,27.408903392619123,27.56
300,970505.0,-0.03,-170.05,-6.4,-0.9,81.2365245417071,27.383473852816387,29.94
301,970813.0,-0.04,-170.04,-3.3,0.5,77.7,27.421678703179623,29.99
302,971121.0,-0.03,-170.03,2.8,-0.9,82.3,27.472008594179705,29.89
303,980301.0,-0.02,-170.06,-4.2,-5.0,87.4,27.520486493453483,28.82
304,980609.0,-0.03,-170.01,-5.1,-2.3,90.0,27.538365668542344,27.96
305,860625.0,0.2,-176.48,-2.4,0.1,81.2365245417071,27.54545335415884,27.715308835124443
306,861003.0,0.2,-176.48,-3.4,1.3,81.2365245417071,27.586210825714673,27.715308835124443
307,870514.0,0.2,-176.48,-1.4,0.5,81.2365245417071,27.567455453924122,27.715308835124443
308,870822.0,0.2,-176.48,-2.7,4.0,81.2365245417071,27.530713911079012,27.715308835124443
309,871130.0,0.2,-176.48,0.9,-0.6,81.2365245417071,27.495957900915194,27.715308835124443
